idade,rendimento,anos_emprego,montante_emprestimo,taxa_juro,percentagem_rendimento,historico_credito,habitacao,finalidade_emprestimo,classe_emprestimo,historico_incumprimento,estado_emprestimo
54.0,75747.97,16.7,172016.91,13.07,2.271,12.4,hipoteca,saude,C,nao,1
37.0,66239.85,25.1,58990.95,11.43,0.891,3.6,propria,pessoal,B,nao,0
23.0,82700.76,10.5,282488.74,7.11,3.416,17.2,outra,pessoal,C,nao,1
41.0,106469.35,29.2,15451.54,29.34,0.145,5.5,propria,saude,B,sim,1
61.0,82914.02,8.5,222589.35,10.37,2.685,15.2,propria,pessoal,C,nao,1
63.0,70869.14,25.4,139242.1,7.67,1.965,14.8,,saude,C,nao,0
55.0,12653.67,0.8,281511.3,10.44,22.247,3.2,propria,saude,C,nao,1
62.0,91991.88,18.0,185936.35,15.83,2.021,15.4,arrendada,negocio,C,nao,1
50.0,67191.61,12.8,138064.08,9.32,2.055,3.9,arrendada,saude,A,nao,0
52.0,57262.13,19.4,293728.81,10.65,5.13,9.9,outra,educacao,B,nao,0
50.0,50686.9,18.0,262474.74,29.33,5.178,5.3,arrendada,saude,C,nao,1
52.0,102899.81,20.2,103976.69,12.32,1.01,8.3,hipoteca,saude,B,nao,0
69.0,75679.13,27.2,136089.17,15.63,1.798,1.6,propria,negocio,D,nao,0
41.0,54156.85,23.8,115743.05,11.24,2.137,9.8,arrendada,educacao,C,nao,1
24.0,106154.61,3.4,282763.73,11.76,2.664,18.6,,habitacao,A,nao,0
39.0,44697.64,18.3,85898.83,19.65,1.922,13.6,arrendada,saude,D,sim,1
46.0,63516.12,26.4,18856.59,12.18,0.297,5.2,propria,pessoal,D,nao,0
23.0,94010.21,4.1,281098.08,24.82,2.99,19.3,arrendada,saude,C,nao,1
41.0,67971.52,7.5,47547.98,26.26,0.7,5.8,arrendada,educacao,B,nao,0
56.0,31712.39,24.6,93713.02,20.32,2.955,15.9,arrendada,negocio,A,nao,1
46.0,95131.79,0.9,198017.9,26.53,2.082,14.2,arrendada,habitacao,D,nao,1
46.0,107349.73,18.4,214440.03,26.62,1.998,10.0,hipoteca,educacao,A,nao,0
36.0,149554.82,9.3,228035.46,15.83,1.525,4.5,arrendada,saude,B,nao,0
63.0,73933.21,12.3,198378.47,9.13,2.683,2.1,outra,educacao,C,sim,1
27.0,87365.52,7.7,57413.49,9.76,0.657,14.0,propria,habitacao,A,nao,0
67.0,87615.95,0.1,54466.65,9.28,0.622,19.8,arrendada,negocio,B,nao,0
31.0,74638.03,3.4,237212.08,6.15,3.178,18.3,hipoteca,educacao,D,nao,1
26.0,98854.47,16.4,171644.48,25.7,1.736,4.9,outra,educacao,A,nao,0
40.0,58478.11,10.3,189218.5,30.99,3.236,3.2,propria,pessoal,C,nao,1
54.0,87184.41,22.4,88316.33,6.01,1.013,2.2,arrendada,habitacao,A,nao,0
39.0,77907.14,2.4,113644.64,6.24,1.459,15.9,outra,educacao,C,nao,0
25.0,27239.48,,160135.01,29.72,5.879,11.4,hipoteca,saude,A,nao,1
59.0,75334.1,0.2,127162.47,18.68,1.688,12.0,arrendada,pessoal,A,nao,0
25.0,122910.08,21.1,9495.72,9.85,0.077,16.6,propria,pessoal,C,nao,0
23.0,60762.47,10.8,282839.23,6.17,4.655,10.8,arrendada,pessoal,A,nao,0
69.0,74802.2,30.0,211111.87,23.76,2.822,3.6,arrendada,negocio,A,nao,1
45.0,48838.4,,186420.71,,3.817,1.1,arrendada,pessoal,B,nao,0
39.0,106314.89,12.9,200925.29,13.89,1.89,11.8,propria,educacao,A,sim,0
56.0,92397.13,15.7,71084.13,30.02,0.769,16.3,outra,negocio,C,nao,1
25.0,79828.96,28.7,22018.94,23.26,0.276,18.1,propria,educacao,D,nao,1
33.0,50877.35,18.5,139597.84,11.8,2.744,16.6,,negocio,B,nao,0
28.0,57912.06,22.6,164591.17,16.9,2.842,8.5,propria,saude,D,nao,1
63.0,81536.98,27.6,207261.06,19.37,2.542,1.8,propria,habitacao,C,sim,1
42.0,66836.48,20.9,72801.56,21.21,1.089,6.1,hipoteca,saude,D,nao,1
26.0,77611.59,7.3,60665.31,16.77,0.782,4.0,propria,educacao,A,nao,0
43.0,73290.42,22.9,185048.28,6.26,2.525,12.2,hipoteca,negocio,B,sim,1
32.0,49946.5,18.7,70928.51,22.0,1.42,18.6,arrendada,saude,C,sim,1
33.0,78360.52,28.6,206348.17,20.64,2.633,9.0,arrendada,pessoal,D,nao,1
43.0,69176.8,17.9,170328.97,16.75,2.462,15.3,arrendada,habitacao,B,nao,0
60.0,75761.05,2.8,172749.58,12.84,2.28,5.8,propria,negocio,C,nao,1
62.0,97944.5,12.3,228444.39,29.32,2.332,1.8,arrendada,negocio,C,nao,1
65.0,24494.55,,144750.34,28.03,5.909,8.3,propria,habitacao,A,nao,1
48.0,69965.62,15.4,228682.53,22.08,3.268,7.9,hipoteca,educacao,C,nao,1
26.0,76160.47,12.2,122856.39,31.98,1.613,10.8,arrendada,habitacao,C,nao,1
35.0,27986.56,16.7,48922.14,24.11,1.748,4.6,propria,saude,B,sim,1
34.0,79924.59,29.7,165253.94,8.2,2.068,3.3,propria,saude,B,nao,0
62.0,102573.89,5.3,192842.54,,1.88,13.6,arrendada,pessoal,B,nao,0
52.0,65841.42,1.7,229978.23,9.3,3.493,14.0,hipoteca,habitacao,B,nao,0
41.0,68518.23,12.4,12763.09,10.29,0.186,1.4,arrendada,habitacao,A,nao,0
36.0,56777.12,5.9,278509.44,21.29,4.905,19.1,propria,educacao,B,nao,1
25.0,58287.18,10.7,178819.6,14.42,3.068,3.0,hipoteca,negocio,A,nao,0
31.0,32607.1,26.2,81293.32,,2.493,19.3,arrendada,educacao,D,nao,1
66.0,73083.31,12.5,261112.38,14.72,3.573,10.4,arrendada,habitacao,B,nao,0
56.0,45282.77,2.7,149324.92,14.72,3.298,17.6,propria,educacao,C,nao,1
23.0,69990.86,7.7,274470.22,19.02,3.922,2.3,hipoteca,saude,B,nao,0
37.0,50399.23,7.8,173055.46,7.27,3.434,9.0,hipoteca,negocio,D,sim,1
48.0,68838.3,8.8,46456.21,9.2,0.675,6.6,arrendada,saude,A,sim,0
29.0,70316.6,18.4,217861.38,18.55,3.098,10.7,outra,habitacao,B,nao,0
66.0,71367.81,24.8,140790.08,,1.973,1.9,hipoteca,saude,A,nao,0
65.0,85662.33,14.9,119960.44,16.63,1.4,19.5,outra,habitacao,A,nao,0
29.0,82714.21,16.2,7129.5,15.25,0.086,16.8,propria,habitacao,B,nao,0
52.0,100549.64,20.6,12676.75,11.1,0.126,6.7,hipoteca,habitacao,A,nao,0
28.0,118731.53,9.6,227810.95,15.8,1.919,4.6,propria,negocio,D,nao,0
32.0,72846.11,21.9,170294.76,19.01,2.338,4.7,outra,habitacao,B,nao,0
33.0,79901.3,20.8,274124.34,26.17,3.431,8.8,propria,pessoal,A,nao,1
64.0,28236.21,,260528.71,19.28,9.227,14.8,arrendada,saude,D,nao,1
47.0,87533.42,28.5,177746.68,16.41,2.031,10.6,hipoteca,negocio,B,nao,0
40.0,108895.39,7.3,165614.43,18.2,1.521,8.4,outra,educacao,D,nao,0
25.0,88051.65,24.9,168039.75,5.54,1.908,8.5,arrendada,pessoal,D,sim,1
63.0,93639.34,29.4,146244.79,21.48,1.562,1.9,outra,educacao,B,nao,0
45.0,22005.21,10.9,276746.48,10.48,12.576,2.9,arrendada,habitacao,C,sim,1
25.0,58062.86,7.1,289259.96,13.22,4.982,6.2,arrendada,educacao,B,nao,0
60.0,53835.92,12.6,113556.0,30.33,2.109,12.3,propria,negocio,C,sim,1
46.0,71274.86,27.7,105067.41,14.76,1.474,5.1,,negocio,B,nao,0
53.0,82568.15,27.4,177278.79,18.49,2.147,7.2,outra,habitacao,C,nao,1
22.0,64942.64,8.6,268826.22,20.04,4.139,9.3,hipoteca,habitacao,B,nao,1
22.0,112875.25,14.4,231536.07,28.56,2.051,9.3,propria,pessoal,B,nao,1
43.0,59363.86,1.8,264793.76,8.62,4.461,19.8,propria,educacao,B,nao,0
43.0,51221.2,18.9,52125.18,8.96,1.018,5.8,outra,negocio,D,sim,1
28.0,62258.6,17.9,186266.39,25.59,2.992,2.9,,habitacao,C,nao,1
23.0,52028.8,1.4,191418.22,18.26,3.679,1.8,arrendada,educacao,A,nao,0
68.0,121388.39,15.9,138987.69,8.91,1.145,14.7,outra,habitacao,A,nao,0
32.0,78049.56,0.2,181009.73,,2.319,6.1,hipoteca,educacao,B,nao,0
36.0,93367.31,24.6,52920.17,27.82,0.567,18.4,outra,habitacao,A,sim,1
66.0,53998.3,0.7,6705.44,31.99,0.124,14.1,hipoteca,negocio,C,nao,1
36.0,65503.08,5.1,196908.66,23.74,3.006,4.4,outra,educacao,B,nao,1
47.0,30799.49,23.8,31316.62,17.23,1.017,11.8,arrendada,saude,A,nao,0
35.0,83807.39,9.5,19926.1,25.26,0.238,7.8,arrendada,pessoal,A,sim,1
49.0,81014.18,19.4,250505.29,12.8,3.092,17.1,propria,habitacao,A,nao,0
56.0,52411.93,9.7,141158.24,8.59,2.693,15.2,hipoteca,saude,B,sim,1
31.0,96199.51,19.5,381733.45,29.64,0.794,11.1,arrendada,habitacao,C,nao,1
57.0,72418.11,6.8,170860.14,17.21,2.359,13.9,arrendada,saude,A,nao,0
21.0,80459.02,,214205.44,,2.662,19.1,propria,negocio,C,nao,1
56.0,55725.58,3.9,278671.6,13.73,5.001,16.7,hipoteca,pessoal,A,nao,0
22.0,89682.89,7.4,75000.41,13.33,0.836,19.6,outra,pessoal,A,nao,0
61.0,90132.14,18.5,243682.1,25.2,2.704,16.0,arrendada,negocio,C,nao,1
33.0,79913.52,2.1,73382.71,30.13,0.918,11.6,outra,educacao,B,nao,0
41.0,55929.8,23.9,80772.13,,1.444,10.3,propria,habitacao,C,nao,0
23.0,75075.37,16.6,101813.71,7.44,1.356,17.5,arrendada,habitacao,C,nao,0
25.0,41355.82,17.1,174820.7,10.21,4.227,3.7,arrendada,habitacao,D,nao,1
37.0,104085.07,17.3,68904.38,21.85,0.662,13.4,hipoteca,negocio,A,nao,0
40.0,50645.67,27.6,229867.22,30.99,4.539,13.9,hipoteca,educacao,D,nao,1
51.0,88943.46,24.6,118124.64,20.93,1.328,18.0,hipoteca,educacao,B,nao,0
33.0,119198.51,10.9,114511.7,18.77,0.961,10.1,propria,habitacao,C,nao,0
36.0,136318.74,12.1,238010.21,27.04,1.746,13.7,propria,educacao,B,nao,0
29.0,49253.8,5.4,295366.47,6.91,5.997,5.1,arrendada,negocio,C,nao,1
37.0,73893.83,6.3,18351.94,8.3,0.248,17.6,propria,educacao,A,nao,0
51.0,51355.08,26.1,47621.38,10.61,0.927,19.2,arrendada,educacao,A,nao,0
42.0,59808.35,15.5,230989.15,23.51,3.862,3.8,arrendada,habitacao,B,nao,1
29.0,79147.54,13.9,23141.53,16.24,0.292,2.6,hipoteca,educacao,D,nao,0
69.0,72707.21,11.1,93750.65,24.26,1.289,8.7,,negocio,A,nao,0
66.0,115017.97,10.1,237942.65,14.15,2.069,19.6,hipoteca,habitacao,D,nao,1
56.0,82394.33,21.1,298094.11,24.71,3.618,18.5,propria,saude,A,nao,1
40.0,68683.83,21.4,115735.89,16.25,1.685,6.8,arrendada,pessoal,B,nao,0
21.0,72679.59,5.0,130558.69,31.21,1.796,15.3,hipoteca,habitacao,C,nao,1
40.0,83370.92,26.1,215964.77,20.05,2.59,16.5,arrendada,saude,B,nao,1
32.0,95175.85,,133780.98,,1.406,3.0,hipoteca,negocio,C,nao,1
45.0,22772.69,2.1,37331.19,28.75,1.639,2.0,outra,habitacao,D,nao,1
32.0,88267.77,,279764.03,24.03,3.169,13.4,outra,negocio,B,nao,1
48.0,149847.05,19.3,174595.93,21.48,1.165,12.5,propria,pessoal,B,nao,0
62.0,108797.76,22.1,37049.28,12.2,0.341,18.8,propria,habitacao,D,nao,0
26.0,66837.05,16.3,13625.83,14.68,0.204,10.0,propria,saude,A,nao,0
47.0,78920.57,9.8,136513.49,11.98,1.73,10.2,arrendada,saude,A,nao,0
61.0,79094.64,13.1,14948.71,8.74,0.189,3.3,hipoteca,educacao,B,nao,0
33.0,107967.24,23.7,278986.44,12.2,2.584,3.9,outra,educacao,A,sim,1
62.0,72715.27,22.9,175664.58,12.22,2.416,7.8,propria,pessoal,A,nao,0
53.0,85182.49,,202166.14,5.66,2.373,10.4,arrendada,pessoal,A,nao,0
27.0,108890.51,26.5,269965.19,5.23,2.479,6.7,hipoteca,pessoal,D,sim,1
37.0,111911.76,1.2,42739.1,6.07,0.382,18.9,propria,negocio,A,nao,0
23.0,124338.49,11.7,44965.73,10.47,0.362,3.8,arrendada,educacao,B,nao,0
24.0,103769.98,28.7,108562.81,21.51,1.046,15.8,hipoteca,habitacao,C,nao,1
43.0,56458.98,9.4,123309.78,12.82,2.184,17.6,hipoteca,educacao,A,sim,1
21.0,82118.94,10.3,259163.01,18.06,3.156,8.2,arrendada,pessoal,A,nao,0
50.0,96616.77,17.3,12268.02,27.19,0.127,18.3,arrendada,pessoal,B,sim,1
62.0,55151.67,19.2,211268.98,24.07,3.831,16.3,arrendada,habitacao,A,nao,1
21.0,102009.32,15.6,153662.37,26.96,1.506,16.0,outra,educacao,B,nao,0
55.0,55930.94,20.1,158990.02,8.5,2.843,13.8,hipoteca,negocio,B,nao,0
23.0,51393.33,8.8,137922.13,31.67,2.684,10.9,hipoteca,habitacao,A,nao,1
61.0,29263.51,26.1,255639.18,8.48,8.736,3.4,propria,habitacao,A,nao,0
32.0,87707.47,27.6,161910.65,15.25,1.846,17.2,outra,negocio,B,nao,0
68.0,73648.6,3.6,254027.37,26.12,3.449,2.5,arrendada,educacao,A,nao,1
60.0,76767.79,1.4,243409.41,18.72,3.171,8.1,hipoteca,saude,B,sim,1
68.0,116497.61,21.1,218874.15,10.92,1.879,18.1,propria,educacao,C,nao,0
36.0,75340.69,,41946.18,24.48,0.557,19.7,outra,habitacao,B,sim,1
31.0,108705.59,20.7,125907.47,15.31,1.158,6.8,outra,pessoal,C,nao,0
65.0,81394.11,19.7,14242.66,16.23,0.175,6.2,hipoteca,habitacao,B,nao,0
57.0,25090.0,13.9,294979.17,13.79,11.757,15.2,hipoteca,habitacao,C,nao,1
44.0,86170.33,19.6,160270.94,19.0,1.86,16.6,outra,educacao,C,nao,0
52.0,44106.95,18.7,204941.62,21.06,4.646,12.5,arrendada,pessoal,C,nao,1
28.0,91228.17,27.3,33102.23,26.85,0.363,19.1,outra,educacao,A,sim,1
62.0,62444.11,10.3,154096.92,30.2,2.468,8.0,arrendada,negocio,A,nao,1
34.0,31908.41,7.6,112813.09,19.95,3.536,19.2,arrendada,saude,C,nao,1
36.0,65991.01,16.5,68492.4,29.67,1.038,10.3,outra,educacao,C,sim,1
39.0,42381.29,19.7,249312.07,30.69,5.883,3.4,outra,pessoal,D,nao,1
59.0,44582.63,,222520.37,13.99,4.991,12.5,arrendada,saude,B,nao,0
58.0,90516.06,30.0,170318.85,18.99,1.882,13.1,arrendada,pessoal,C,nao,0
40.0,87363.46,6.1,28819.14,25.98,0.33,10.1,outra,educacao,C,nao,1
60.0,88173.96,,50569.19,8.09,0.574,17.7,arrendada,pessoal,D,nao,0
39.0,77322.52,7.3,299180.35,19.37,3.869,9.5,propria,habitacao,B,nao,0
52.0,88761.14,23.5,113173.85,20.28,1.275,4.9,hipoteca,educacao,A,sim,1
52.0,113233.04,2.5,288088.43,18.03,2.544,17.5,arrendada,negocio,B,nao,0
59.0,59695.78,10.0,239635.84,8.65,4.014,12.0,propria,negocio,B,nao,0
54.0,93970.21,0.3,192263.08,14.4,2.046,8.0,arrendada,saude,C,nao,1
25.0,57127.74,24.0,53715.58,30.21,0.94,15.4,outra,negocio,D,sim,1
39.0,96127.88,26.2,271771.03,12.28,2.827,2.5,propria,pessoal,C,nao,1
63.0,22200.48,,41331.84,14.49,1.862,13.1,propria,negocio,A,nao,0
22.0,69947.41,24.5,153973.0,31.94,2.201,19.5,,saude,C,nao,1
38.0,56422.3,1.6,169235.37,17.42,2.999,3.4,arrendada,habitacao,D,nao,1
53.0,55860.21,29.5,176241.2,,3.155,9.1,propria,habitacao,B,sim,1
67.0,98987.09,18.0,209219.25,28.75,2.114,10.5,hipoteca,pessoal,D,nao,1
63.0,83008.72,20.0,70895.07,10.85,0.854,9.2,outra,pessoal,B,nao,0
33.0,130848.11,13.8,34323.19,14.49,0.262,14.7,hipoteca,negocio,A,nao,0
48.0,98148.5,19.5,224833.71,22.42,2.291,2.5,hipoteca,pessoal,A,nao,1
66.0,129135.59,9.9,59376.74,,0.46,5.8,propria,habitacao,B,sim,0
65.0,79589.31,20.8,34044.96,,0.428,1.8,hipoteca,educacao,B,sim,0
68.0,22267.34,25.0,104798.36,20.96,4.706,3.2,hipoteca,negocio,C,sim,1
26.0,120937.35,15.9,144833.4,28.73,1.198,13.4,arrendada,habitacao,A,nao,0
68.0,56672.26,8.4,163174.14,14.37,2.879,7.9,hipoteca,habitacao,B,nao,0
61.0,29383.57,5.9,78982.91,13.7,2.688,5.4,outra,negocio,C,nao,1
28.0,114666.75,5.1,282324.26,,2.462,1.4,arrendada,saude,C,sim,1
23.0,64596.07,29.3,183987.96,6.34,2.848,13.1,propria,pessoal,B,nao,0
30.0,63091.97,2.6,63561.6,24.48,1.007,2.6,hipoteca,saude,A,nao,0
54.0,62363.73,19.4,210845.7,25.41,3.381,7.7,outra,pessoal,A,nao,1
33.0,77963.58,27.9,54142.36,10.74,0.694,12.5,hipoteca,habitacao,B,nao,0
32.0,45001.44,4.7,210596.71,9.24,4.68,12.6,propria,negocio,A,nao,0
57.0,59634.3,2.8,156853.24,26.66,2.63,11.6,arrendada,negocio,C,nao,1
31.0,123216.57,2.7,148374.58,31.83,1.204,5.6,propria,negocio,C,nao,1
66.0,72770.05,18.9,95283.72,29.48,1.309,17.0,hipoteca,saude,A,nao,0
52.0,94177.33,28.3,240374.71,16.11,2.552,19.7,arrendada,negocio,C,sim,1
31.0,52821.4,9.7,5770.0,19.6,0.109,10.7,propria,negocio,A,nao,0
35.0,95778.17,14.2,202058.05,5.19,2.11,17.1,arrendada,educacao,B,nao,0
56.0,85646.54,6.1,272838.11,15.24,3.186,16.2,hipoteca,saude,D,nao,1
55.0,77933.33,14.9,87797.17,31.47,1.127,8.0,propria,negocio,B,nao,0
55.0,26424.9,15.1,142136.36,19.78,5.379,5.6,propria,pessoal,A,nao,0
39.0,107357.1,,164412.04,,1.531,5.1,outra,pessoal,A,nao,0
25.0,96821.68,,278549.51,19.67,2.877,8.3,outra,habitacao,B,nao,0
44.0,67217.83,14.9,220533.7,5.55,3.281,9.0,hipoteca,educacao,A,nao,0
41.0,98199.25,18.3,148165.17,9.72,1.509,1.2,hipoteca,educacao,C,nao,0
61.0,71672.22,1.8,158686.48,,2.214,14.6,hipoteca,saude,A,nao,0
35.0,102553.91,29.1,206812.24,11.96,2.017,5.0,hipoteca,pessoal,A,nao,0
46.0,58354.19,,216176.51,24.04,3.705,13.8,outra,pessoal,A,nao,1
29.0,113373.5,22.9,259827.29,30.74,2.292,19.0,propria,educacao,B,nao,1
64.0,96259.46,,97423.93,26.2,1.012,9.0,hipoteca,pessoal,A,nao,0
22.0,59759.72,5.3,132207.44,15.28,2.212,3.4,outra,pessoal,B,nao,0
63.0,97531.47,1.5,241569.16,6.3,2.477,5.4,propria,pessoal,C,nao,1
51.0,57050.6,21.4,205879.51,5.14,3.609,12.1,arrendada,educacao,D,nao,1
55.0,81844.86,5.6,145757.75,12.82,1.781,15.7,hipoteca,habitacao,C,sim,1
30.0,105558.4,9.4,16728.94,6.14,0.158,1.8,outra,pessoal,D,nao,0
40.0,77832.46,0.8,16594.79,16.81,0.213,1.1,hipoteca,negocio,A,nao,0
42.0,26667.44,2.6,243023.68,29.08,9.113,4.5,propria,habitacao,D,nao,1
51.0,99630.43,11.4,238202.11,7.23,2.391,17.3,hipoteca,educacao,A,nao,0
55.0,79289.84,10.2,265817.08,24.72,3.352,4.7,propria,saude,B,nao,1
26.0,31465.23,26.2,7610.45,13.72,0.242,16.4,outra,habitacao,A,nao,0
33.0,90820.02,17.3,54082.01,15.15,0.595,4.0,outra,habitacao,A,nao,0
39.0,98215.12,13.1,156425.67,6.48,1.593,1.5,,pessoal,C,nao,0
47.0,66795.76,24.1,135672.17,14.72,2.031,18.6,arrendada,saude,B,nao,0
36.0,94847.03,23.5,268895.73,9.41,2.835,15.4,arrendada,pessoal,A,nao,0
30.0,95261.36,21.2,52218.54,28.79,0.548,11.7,outra,negocio,D,nao,1
53.0,47038.03,0.2,9591.92,19.82,0.204,7.2,propria,educacao,A,nao,0
49.0,104352.25,25.5,244959.39,,2.347,19.1,,pessoal,A,nao,1
55.0,30451.43,,255396.05,26.24,8.387,8.0,propria,habitacao,C,nao,1
42.0,82988.62,25.8,91315.0,10.84,1.1,15.1,propria,habitacao,A,nao,0
21.0,53661.07,7.8,134798.3,,2.512,5.4,,negocio,A,nao,0
27.0,28663.79,3.4,29987.05,25.41,1.046,1.2,arrendada,pessoal,B,nao,0
39.0,26643.71,10.7,245657.92,5.78,9.22,17.8,outra,negocio,A,nao,0
34.0,115176.81,29.3,215741.74,16.5,1.873,11.4,arrendada,negocio,A,nao,0
34.0,71507.61,13.8,208566.04,26.64,2.917,11.0,propria,pessoal,D,nao,1
57.0,54760.6,3.0,164445.82,16.48,3.003,8.0,arrendada,habitacao,A,nao,0
21.0,70335.08,26.0,40727.86,18.31,0.579,7.0,propria,habitacao,B,nao,0
35.0,75483.48,27.3,151541.01,8.97,2.008,6.7,outra,negocio,B,nao,0
55.0,59701.55,23.9,131952.61,28.47,2.21,17.9,outra,habitacao,B,nao,1
52.0,87112.1,26.5,290167.37,26.24,3.331,7.3,outra,habitacao,D,nao,1
45.0,78420.79,19.1,142590.32,16.24,1.818,10.5,propria,educacao,A,nao,0
54.0,57115.66,25.6,74845.81,21.19,1.31,5.7,arrendada,habitacao,C,nao,1
45.0,63976.76,8.5,84786.3,9.43,1.325,19.5,outra,pessoal,B,nao,0
60.0,34625.17,20.3,154333.6,9.69,4.457,6.4,propria,educacao,C,nao,1
67.0,100210.2,1.6,791036.0,22.17,1.579,3.0,hipoteca,pessoal,A,nao,0
34.0,57781.04,5.2,268175.21,13.12,4.641,15.1,arrendada,pessoal,A,nao,0
38.0,90916.88,2.5,108938.04,7.48,1.198,19.7,arrendada,educacao,B,nao,0
27.0,52188.87,13.6,271655.51,14.87,5.205,4.6,arrendada,habitacao,B,nao,0
47.0,119732.42,14.5,208435.21,18.0,1.741,1.9,outra,saude,C,nao,0
53.0,71543.13,28.1,68244.51,25.07,0.954,5.0,arrendada,saude,A,nao,0
36.0,99369.09,24.2,18381.94,27.31,0.185,18.5,arrendada,educacao,C,nao,1
40.0,64396.0,23.0,123294.35,22.46,1.915,2.5,outra,pessoal,C,nao,1
27.0,28948.33,12.2,145516.17,29.76,5.027,3.6,hipoteca,negocio,A,nao,1
25.0,58091.91,15.5,218443.3,24.73,3.76,8.3,hipoteca,saude,B,nao,1
24.0,82164.77,28.3,18991.55,26.65,0.231,3.8,hipoteca,educacao,A,nao,0
24.0,53234.4,5.1,65868.47,14.75,1.237,17.1,hipoteca,saude,B,nao,0
57.0,85756.93,5.2,45734.48,5.85,0.533,18.0,outra,saude,B,nao,0
26.0,60460.69,4.2,7388.74,9.31,0.122,1.7,hipoteca,pessoal,C,nao,0
22.0,61205.84,11.6,261467.33,11.96,4.272,7.9,hipoteca,negocio,C,nao,1
59.0,52921.26,4.1,153237.87,8.02,2.896,16.8,arrendada,pessoal,A,nao,0
26.0,112955.2,8.0,177317.0,31.23,1.57,13.9,propria,educacao,C,nao,1
65.0,54331.27,20.8,91705.79,9.64,1.688,1.7,outra,habitacao,C,nao,0
30.0,116908.27,10.6,252101.82,27.8,2.156,1.8,arrendada,educacao,A,nao,1
29.0,85270.1,18.1,217641.5,31.6,2.552,4.0,outra,pessoal,B,nao,1
21.0,91786.42,24.4,35151.65,21.19,0.383,8.3,propria,negocio,C,nao,1
28.0,105396.83,1.0,220749.92,28.96,2.094,9.5,propria,negocio,A,nao,1
25.0,91040.37,27.5,265055.37,10.19,2.911,13.3,hipoteca,educacao,D,nao,1
21.0,51378.25,10.0,84954.38,9.02,1.654,15.9,arrendada,saude,D,nao,0
27.0,10985.03,9.3,209137.16,21.98,19.038,10.4,hipoteca,saude,A,nao,1
29.0,127223.84,28.8,298354.51,5.5,2.345,19.0,propria,negocio,A,nao,0
29.0,98294.37,18.7,253412.07,8.17,2.578,7.0,arrendada,habitacao,C,nao,1
44.0,65486.61,6.4,253538.74,30.67,3.872,11.3,hipoteca,negocio,B,nao,1
45.0,68713.45,9.8,181750.52,26.41,2.645,9.5,hipoteca,negocio,A,nao,1
55.0,60233.39,12.5,160123.24,20.98,2.658,19.9,arrendada,habitacao,C,nao,1
68.0,91268.75,22.0,133416.53,23.66,1.462,18.6,hipoteca,saude,A,nao,0
64.0,73538.55,15.1,164496.08,22.18,2.237,12.3,hipoteca,pessoal,A,nao,1
62.0,65177.71,20.3,49449.45,17.26,0.759,10.1,propria,habitacao,B,nao,0
65.0,48492.57,27.2,228267.77,27.0,4.707,16.6,propria,educacao,B,nao,1
66.0,72877.67,3.1,255968.09,10.04,3.512,16.3,arrendada,negocio,A,nao,0
25.0,62863.34,10.3,277716.79,9.66,4.418,7.2,arrendada,pessoal,A,nao,0
50.0,75047.57,23.5,226820.42,28.3,3.022,7.2,arrendada,habitacao,B,nao,1
48.0,95739.49,2.4,278000.86,12.23,2.904,10.4,,educacao,D,nao,1
69.0,87094.0,29.8,227580.27,15.89,2.613,6.5,arrendada,habitacao,B,nao,0
30.0,36133.34,23.0,37979.92,13.24,1.051,6.0,,habitacao,C,nao,0
25.0,39808.18,3.0,187300.34,20.33,4.705,5.2,arrendada,habitacao,C,nao,1
62.0,86903.71,28.4,147319.43,,1.695,18.2,propria,educacao,C,nao,0
25.0,65903.67,2.7,239723.0,16.0,3.637,8.0,arrendada,saude,C,sim,1
32.0,90567.42,16.4,238742.78,17.75,2.636,11.9,outra,educacao,B,nao,0
52.0,9003.99,23.5,97378.61,18.94,10.815,9.6,propria,negocio,A,nao,0
32.0,65738.82,21.1,171153.84,27.07,2.604,2.1,hipoteca,habitacao,C,nao,1
53.0,32375.16,25.7,88185.94,19.42,2.724,14.6,arrendada,saude,C,nao,1
65.0,44642.92,16.5,286224.94,28.39,6.411,10.8,,educacao,C,nao,1
34.0,97930.55,3.8,187049.59,22.28,1.91,7.0,hipoteca,negocio,A,nao,0
55.0,64169.99,14.0,62885.38,18.83,0.98,8.8,propria,saude,B,nao,0
24.0,111034.64,4.3,104874.61,16.3,0.945,5.5,hipoteca,saude,B,sim,0
61.0,71884.78,27.7,26747.19,31.4,0.372,7.8,outra,saude,C,nao,1
68.0,99954.94,15.1,89122.1,5.89,0.892,14.9,outra,negocio,A,nao,0
38.0,60320.53,7.4,39434.23,27.78,0.654,15.6,hipoteca,saude,A,nao,0
56.0,97307.23,21.1,237243.55,24.22,2.438,12.7,outra,negocio,B,nao,1
26.0,30279.11,14.5,250014.44,7.5,8.257,18.5,outra,habitacao,A,nao,0
46.0,109594.73,3.6,274920.06,16.01,2.509,4.3,outra,negocio,C,nao,1
40.0,78573.0,8.2,126720.34,26.42,1.613,11.0,,negocio,C,nao,1
64.0,46708.44,8.7,99856.03,7.04,2.138,14.2,outra,educacao,A,nao,0
61.0,76767.61,12.8,61419.01,14.76,0.8,2.4,hipoteca,educacao,D,sim,1
36.0,66957.08,29.7,278665.9,,4.162,5.8,outra,habitacao,C,nao,1
64.0,130068.23,23.1,77579.61,14.02,0.596,13.8,propria,saude,B,nao,0
